"Year","ODS_Code","Age","Item","Term","Numerator","Denominator","Proportion","Benchmark","ODS_Name","Postcode","longitude","latitude","PCN_Code","PCN_Name","Yet_to_receive"
"2019/20","H82051","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",87,97,0.896907216494845,"Low (<90%)","Lavant Road Surgery","PO19 5RH",-0.781051,50.853385,"U24558","Chichester Alliance of Medical Practices PCN"," 10"
"2019/20","H82051","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",102,111,0.918918918918919,"Medium (90-95%)","Lavant Road Surgery","PO19 5RH",-0.781051,50.853385,"U24558","Chichester Alliance of Medical Practices PCN","  9"
"2019/20","H82051","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",104,111,0.936936936936937,"Medium (90-95%)","Lavant Road Surgery","PO19 5RH",-0.781051,50.853385,"U24558","Chichester Alliance of Medical Practices PCN","  7"
"2019/20","H82051","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",105,111,0.945945945945946,"Medium (90-95%)","Lavant Road Surgery","PO19 5RH",-0.781051,50.853385,"U24558","Chichester Alliance of Medical Practices PCN","  6"
"2019/20","H82051","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",105,111,0.945945945945946,"Medium (90-95%)","Lavant Road Surgery","PO19 5RH",-0.781051,50.853385,"U24558","Chichester Alliance of Medical Practices PCN","  6"
"2019/20","H82051","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",101,111,0.90990990990991,"Medium (90-95%)","Lavant Road Surgery","PO19 5RH",-0.781051,50.853385,"U24558","Chichester Alliance of Medical Practices PCN"," 10"
"2019/20","H82051","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",123,125,0.984,"High (95%+)","Lavant Road Surgery","PO19 5RH",-0.781051,50.853385,"U24558","Chichester Alliance of Medical Practices PCN","  2"
"2019/20","H82051","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",120,125,0.96,"High (95%+)","Lavant Road Surgery","PO19 5RH",-0.781051,50.853385,"U24558","Chichester Alliance of Medical Practices PCN","  5"
"2019/20","H82051","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",118,125,0.944,"Medium (90-95%)","Lavant Road Surgery","PO19 5RH",-0.781051,50.853385,"U24558","Chichester Alliance of Medical Practices PCN","  7"
"2019/20","H82051","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",120,125,0.96,"High (95%+)","Lavant Road Surgery","PO19 5RH",-0.781051,50.853385,"U24558","Chichester Alliance of Medical Practices PCN","  5"
"2019/20","H82051","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",118,125,0.944,"Medium (90-95%)","Lavant Road Surgery","PO19 5RH",-0.781051,50.853385,"U24558","Chichester Alliance of Medical Practices PCN","  7"
"2019/20","H82055","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",135,142,0.950704225352113,"High (95%+)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  7"
"2019/20","H82055","12 months","MenB","Meningococcal group B disease vaccine",136,142,0.957746478873239,"High (95%+)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  6"
"2019/20","H82055","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",136,142,0.957746478873239,"High (95%+)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  6"
"2019/20","H82055","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",134,142,0.943661971830986,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  8"
"2019/20","H82055","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",120,126,0.952380952380952,"High (95%+)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  6"
"2019/20","H82055","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",117,126,0.928571428571429,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  9"
"2019/20","H82055","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",119,126,0.944444444444444,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  7"
"2019/20","H82055","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",120,126,0.952380952380952,"High (95%+)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  6"
"2019/20","H82055","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",118,126,0.936507936507936,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  8"
"2019/20","H82055","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",129,133,0.969924812030075,"High (95%+)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  4"
"2019/20","H82055","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",127,133,0.954887218045113,"High (95%+)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  6"
"2019/20","H82055","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",125,133,0.93984962406015,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  8"
"2019/20","H82055","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",128,133,0.962406015037594,"High (95%+)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  5"
"2019/20","H82055","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",124,133,0.932330827067669,"Medium (90-95%)","Billingshurst Surgery","RH14 9QZ",-0.445798,51.024981,"U57981","Chanctonbury PCN","  9"
"2019/20","H82058","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",149,162,0.919753086419753,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 13"
"2019/20","H82058","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",149,162,0.919753086419753,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 13"
"2019/20","H82058","12 months","MenB","Meningococcal group B disease vaccine",150,162,0.925925925925926,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 12"
"2019/20","H82058","12 months","MenB","Meningococcal group B disease vaccine",150,162,0.925925925925926,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 12"
"2019/20","H82058","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",151,162,0.932098765432099,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 11"
"2019/20","H82058","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",151,162,0.932098765432099,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 11"
"2019/20","H82058","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",140,162,0.864197530864197,"Low (<90%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 22"
"2019/20","H82058","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",140,162,0.864197530864197,"Low (<90%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 22"
"2019/20","H82058","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",151,164,0.920731707317073,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 13"
"2019/20","H82058","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",151,164,0.920731707317073,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 13"
"2019/20","H82058","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",152,164,0.926829268292683,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 12"
"2019/20","H82058","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",152,164,0.926829268292683,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 12"
"2019/20","H82058","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",153,164,0.932926829268293,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 11"
"2019/20","H82058","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",153,164,0.932926829268293,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 11"
"2019/20","H82058","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",152,164,0.926829268292683,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 12"
"2019/20","H82058","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",152,164,0.926829268292683,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 12"
"2019/20","H82058","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",151,164,0.920731707317073,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN"," 13"
"2019/20","H82058","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",151,164,0.920731707317073,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN"," 13"
"2019/20","H82058","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",156,158,0.987341772151899,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN","  2"
"2019/20","H82058","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",156,158,0.987341772151899,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN","  2"
"2019/20","H82058","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",154,158,0.974683544303797,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN","  4"
"2019/20","H82058","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",154,158,0.974683544303797,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN","  4"
"2019/20","H82058","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",150,158,0.949367088607595,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN","  8"
"2019/20","H82058","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",150,158,0.949367088607595,"Medium (90-95%)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN","  8"
"2019/20","H82058","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",156,158,0.987341772151899,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN","  2"
"2019/20","H82058","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",156,158,0.987341772151899,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN","  2"
"2019/20","H82058","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",151,158,0.955696202531646,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U08235","Regis Healthcare PCN","  7"
"2019/20","H82058","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",151,158,0.955696202531646,"High (95%+)","Maywood Health Care Centre","PO21 2UW",-0.693582,50.786664,"U60757","Bognor Coastal Alliance PCN","  7"
"2019/20","H82059","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",95,96,0.989583333333333,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2019/20","H82059","12 months","MenB","Meningococcal group B disease vaccine",95,96,0.989583333333333,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2019/20","H82059","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",95,96,0.989583333333333,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2019/20","H82059","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",93,96,0.96875,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2019/20","H82059","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",86,87,0.988505747126437,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2019/20","H82059","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",86,87,0.988505747126437,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2019/20","H82059","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",86,87,0.988505747126437,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2019/20","H82059","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",86,87,0.988505747126437,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2019/20","H82059","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",86,87,0.988505747126437,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2019/20","H82059","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",92,92,1,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  0"
"2019/20","H82059","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",87,92,0.945652173913043,"Medium (90-95%)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  5"
"2019/20","H82059","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",91,92,0.989130434782609,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2019/20","H82059","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",92,92,1,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  0"
"2019/20","H82059","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",91,92,0.989130434782609,"High (95%+)","Willow Green Surgery","BN16 3AH",-0.49099,50.814625,"U21339","Arun Integrated Care (AIC) PCN","  1"
"2019/20","H82060","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",87,91,0.956043956043956,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  4"
"2019/20","H82060","12 months","MenB","Meningococcal group B disease vaccine",87,91,0.956043956043956,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  4"
"2019/20","H82060","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",87,91,0.956043956043956,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  4"
"2019/20","H82060","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",84,91,0.923076923076923,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  7"
"2019/20","H82060","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",88.0000000000001,94,0.936170212765958,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  6"
"2019/20","H82060","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",86,94,0.914893617021277,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  8"
"2019/20","H82060","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",89,94,0.946808510638298,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  5"
"2019/20","H82060","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",88.0000000000001,94,0.936170212765958,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  6"
"2019/20","H82060","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",88.0000000000001,94,0.936170212765958,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  6"
"2019/20","H82060","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",93,95,0.978947368421053,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  2"
"2019/20","H82060","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",91,95,0.957894736842105,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  4"
"2019/20","H82060","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",87,95,0.915789473684211,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  8"
"2019/20","H82060","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",93,95,0.978947368421053,"High (95%+)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  2"
"2019/20","H82060","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",90,95,0.947368421052632,"Medium (90-95%)","Henfield Medical Centre","BN5 9JQ",-0.275597,50.936107,"U57981","Chanctonbury PCN","  5"
"2019/20","H82061","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",65,69,0.942028985507246,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  4"
"2019/20","H82061","12 months","MenB","Meningococcal group B disease vaccine",64,69,0.927536231884058,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  5"
"2019/20","H82061","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",65,69,0.942028985507246,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  4"
"2019/20","H82061","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",62,69,0.898550724637681,"Low (<90%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  7"
"2019/20","H82061","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",77,78,0.987179487179487,"High (95%+)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  1"
"2019/20","H82061","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",73,78,0.935897435897436,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  5"
"2019/20","H82061","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",73,78,0.935897435897436,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  5"
"2019/20","H82061","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",74,78,0.948717948717949,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  4"
"2019/20","H82061","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",73,78,0.935897435897436,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  5"
"2019/20","H82061","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",75,84,0.892857142857143,"Low (<90%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  9"
"2019/20","H82061","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",68,84,0.809523809523809,"Low (<90%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN"," 16"
"2019/20","H82061","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",66,84,0.785714285714286,"Low (<90%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN"," 18"
"2019/20","H82061","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",77,84,0.916666666666667,"Medium (90-95%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN","  7"
"2019/20","H82061","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",72,84,0.857142857142857,"Low (<90%)","Selden Medical Centre","BN11 2LL",-0.359296,50.813513,"U01092","Cissbury Integrated Care PCN"," 12"
"2019/20","H82065","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",136,138,0.985507246376812,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  2"
"2019/20","H82065","12 months","MenB","Meningococcal group B disease vaccine",136,138,0.985507246376812,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  2"
"2019/20","H82065","12 months","PCV2","Pneumococcal conjulate vaccine (first dose by 12 weeks)",136,138,0.985507246376812,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  2"
"2019/20","H82065","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",135,138,0.978260869565217,"High (95%+)","Ball Tree Surgery","BN15 9UX",-0.338832,50.831767,"U87478","Lancing and Sompting PCN","  3"
